Latitude,Species,Habitat,Depth,TL(cm),d13C,C.N,Lipid.Extraction,ProvCode,ProvDescr,meanLH,sdLH,rangeLH
47.886,Prionace glauca,Pelagic,NA,160,-18.199,2.419,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.841,Squalus suckleyi,Shelf,60,74.5,-20.562,6.554,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.841,Squalus suckleyi,Shelf,60,83,-19.697,5.384,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.841,Squalus suckleyi,Shelf,60,73,-19.347,5.107,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.841,Squalus suckleyi,Shelf,60,78,-18.465,4.501,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.841,Squalus suckleyi,Shelf,60,78,-17.971,4.202,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.841,Squalus suckleyi,Shelf,60,49,-16.898,3.814,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.772,Prionace glauca,Pelagic,NA,210,-18.074,2.241,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.765,Squalus suckleyi,Shelf,60,75,-20.653,8.347,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.765,Squalus suckleyi,Shelf,60,82,-19.574,5.526,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.765,Squalus suckleyi,Shelf,60,74,-19.45,4.676,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.753,Prionace glauca,Pelagic,NA,195,-17.581,2.456,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
47.733,Prionace glauca,Pelagic,NA,150,-17.627,2.412,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.733,Prionace glauca,Pelagic,NA,174,-17.458,2.34,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.708,Prionace glauca,Pelagic,NA,169,-18.051,2.335,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
47.706,Squalus suckleyi,Shelf,60,75,-18.464,4.133,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.706,Squalus suckleyi,Shelf,60,57,-17.952,3.24,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.706,Prionace glauca,Pelagic,NA,127,-18.22,2.431,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.706,Prionace glauca,Pelagic,NA,205,-17.607,2.423,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.706,Prionace glauca,Pelagic,NA,161,-18.339,2.413,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.703,Squalus suckleyi,Shelf,60,83.5,-19.192,4.672,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.703,Squalus suckleyi,Shelf,60,79,-19.029,4.501,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.703,Squalus suckleyi,Shelf,60,87,-17.905,3.987,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.703,Squalus suckleyi,Shelf,60,74.5,-17.365,3.255,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.699,Squalus suckleyi,Shelf,60,113,-21.571,6.316,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.698,Deania calcea,Slope,1033,84,-17.314,2.655,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.698,Deania calcea,Slope,1033,100,-17.344,2.642,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.698,Deania calcea,Slope,1033,89,-16.588,2.641,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.698,Deania profundorum,Slope,1033,32,-18.19,2.641,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.698,Deania calcea,Slope,1033,89,-17.201,2.635,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.698,Deania calcea,Slope,1033,90,-16.908,2.616,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.698,Deania calcea,Slope,1033,89,-17.417,2.607,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.698,Deania calcea,Slope,1033,102,-17.217,2.6,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.698,Deania calcea,Slope,1033,98,-16.517,2.598,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.698,Deania profundorum,Slope,1033,46,-18.179,2.594,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.698,Deania calcea,Slope,1033,92,-17.149,2.589,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.698,Deania calcea,Slope,1033,101,-17.198,2.579,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.698,Deania profundorum,Slope,1033,52,-18.043,2.568,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.698,Deania profundorum,Slope,1033,48,-18.028,2.547,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.694,Mustelus asterias,Shelf,127,93,-15.962,2.642,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
47.694,Galeorhinus galeus,Shelf,127,123,-16.853,2.593,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
47.691,Centroscymnus crepidater,Slope,1101,66,-17.664,2.653,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.691,Centroscymnus crepidater,Slope,1101,68,-17.6,2.643,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.678,Centroscymnus crepidater,Slope,1177,65,-17.249,2.722,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.678,Centroscymnus crepidater,Slope,1177,66,-17.337,2.643,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.678,Centroscymnus crepidater,Slope,1177,74,-17.445,2.64,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.656,Prionace glauca,Pelagic,NA,152,-18.197,2.366,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.644,Prionace glauca,Pelagic,NA,219,-17.954,2.35,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
47.599,Mustelus mustelus,Shelf,108,83,-16.677,2.594,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
47.599,Mustelus mustelus,Shelf,108,79,-16.099,2.58,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
47.499,Prionace glauca,Pelagic,NA,180,-17.906,2.449,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.424,Squalus suckleyi,Shelf,60,76,-18.789,3.884,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.388,Squalus suckleyi,Shelf,60,71,-19.541,4.585,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.383,Squalus suckleyi,Shelf,60,74,-18.743,4.571,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.383,Squalus suckleyi,Shelf,60,63,-18.64,3.501,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.383,Squalus suckleyi,Shelf,60,67,-18.107,3.417,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.383,Squalus suckleyi,Shelf,60,62,-17.547,3.175,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.369,Prionace glauca,Pelagic,NA,134,-17.655,2.432,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.369,Prionace glauca,Pelagic,NA,149,-18.298,2.352,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.333,Squalus suckleyi,Shelf,60,72,-18.996,4.99,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.333,Squalus suckleyi,Shelf,60,71,-19.001,4.661,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.333,Squalus suckleyi,Shelf,60,69,-19.491,4.322,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.333,Squalus suckleyi,Shelf,60,46,-16.901,3.859,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.333,Squalus suckleyi,Shelf,60,48.5,-17.235,3.806,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.333,Squalus suckleyi,Shelf,60,42,-16.91,3.45,Water Rinse,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
47.291,Mustelus asterias,Shelf,107,110,-15.549,2.634,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
47.291,Mustelus asterias,Shelf,107,86,-15.574,2.633,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
47.291,Mustelus mustelus,Shelf,107,97,-15.796,2.626,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
47.291,Mustelus asterias,Shelf,107,85,-15.611,2.616,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
47.291,Mustelus asterias,Shelf,107,89,-15.668,2.614,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
47.291,Mustelus mustelus,Shelf,107,115,-16.004,2.597,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
47.291,Mustelus asterias,Shelf,107,84,-16.313,2.584,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
47.232,Mustelus asterias,Shelf,116,87,-15.396,2.648,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
47.232,Mustelus asterias,Shelf,116,83,-15.817,2.62,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
47.203,Prionace glauca,Pelagic,NA,155,-17.76,2.566063001,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.203,Prionace glauca,Pelagic,NA,85,-18.619,2.55578441,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.184,Prionace glauca,Pelagic,NA,154,-17.688,2.615024583,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.184,Prionace glauca,Pelagic,NA,169,-18.059,2.50953098,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.163,Prionace glauca,Pelagic,NA,163,-17.534,2.684026443,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.163,Prionace glauca,Pelagic,NA,150,-18.354,2.631626507,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.163,Prionace glauca,Pelagic,NA,125,-17.919,2.627338216,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.163,Prionace glauca,Pelagic,NA,162,-17.98,2.580857194,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.154,Prionace glauca,Pelagic,NA,110,-17.753,2.630516382,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.154,Prionace glauca,Pelagic,NA,128,-17.92,2.60788545,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.154,Prionace glauca,Pelagic,NA,132,-17.77,2.563910815,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.139,Prionace glauca,Pelagic,NA,138,-17.957,2.615364632,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.139,Prionace glauca,Pelagic,NA,92,-18.289,2.566016254,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.139,Prionace glauca,Pelagic,NA,158,-18.101,2.542923408,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.137,Prionace glauca,Pelagic,NA,129,-17.388,2.644928515,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.137,Prionace glauca,Pelagic,NA,113,-17.907,2.5467,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.137,Prionace glauca,Pelagic,NA,130,-18.551,2.52343389,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.137,Prionace glauca,Pelagic,NA,116,-18.397,2.454951081,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.137,Prionace glauca,Pelagic,NA,163,-17.623,2.347728739,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.136,Prionace glauca,Pelagic,NA,113,-18.163,2.608277737,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.136,Prionace glauca,Pelagic,NA,161,-18.017,2.509986113,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
47.006,Mustelus asterias,Shelf,106,74,-17.019,2.572,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
47.006,Prionace glauca,Pelagic,NA,158,-18.067,2.375,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.909,Prionace glauca,Pelagic,NA,188,-17.255,2.294,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.875,Prionace glauca,Pelagic,NA,124,-18.022,2.663227529,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.875,Prionace glauca,Pelagic,NA,128,-18.013,2.577833869,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.819,Prionace glauca,Pelagic,NA,194,-17.744,2.406,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
46.786,Prionace glauca,Pelagic,NA,116,-18.035,2.626658054,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.783,Mustelus asterias,Shelf,118,91,-16.003,2.635,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
46.783,Mustelus asterias,Shelf,118,80,-15.752,2.591,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
46.766,Prionace glauca,Pelagic,NA,128,-17.654,2.557141393,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.766,Prionace glauca,Pelagic,NA,126,-18.291,2.55161687,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.766,Prionace glauca,Pelagic,NA,145,-17.79,2.543687377,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.766,Prionace glauca,Pelagic,NA,154,-18.473,2.491,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.766,Prionace glauca,Pelagic,NA,158,-18.016,2.459,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.766,Prionace glauca,Pelagic,NA,167,-18.201,2.438,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.766,Prionace glauca,Pelagic,NA,168,-18.004,2.30693712,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.715,Prionace glauca,Pelagic,NA,142,-18.302,2.630140368,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.715,Prionace glauca,Pelagic,NA,81,-18.095,2.575102771,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.715,Prionace glauca,Pelagic,NA,118,-18.299,2.561260082,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.715,Prionace glauca,Pelagic,NA,120,-18.259,2.560934971,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.715,Prionace glauca,Pelagic,NA,136,-17.862,2.560515858,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.715,Prionace glauca,Pelagic,NA,174,-17.767,2.422105937,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.715,Prionace glauca,Pelagic,NA,156,-18.317,2.396454429,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
46.636,Dalatias licha,Slope,506,65,-17.573,2.517,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
46.629,Etmopterus spinax,Slope,492,41.5,-17.328,2.663,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
46.629,Etmopterus spinax,Slope,492,41,-17.213,2.644,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
46.629,Etmopterus spinax,Slope,492,41.5,-17.088,2.621,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
46.629,Etmopterus spinax,Slope,492,45,-17.263,2.612,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
46.629,Etmopterus spinax,Slope,492,39.5,-17.434,2.604,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
46.629,Etmopterus spinax,Slope,492,38.3,-17.168,2.599,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
46.629,Etmopterus spinax,Slope,492,45,-17.262,2.597,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
46.629,Etmopterus spinax,Slope,492,45,-16.967,2.597,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
46.629,Etmopterus spinax,Slope,492,40.5,-17.263,2.585,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
46.629,Etmopterus spinax,Slope,492,44.5,-17.151,2.575,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
46.629,Dalatias licha,Slope,492,100,-17.094,2.528,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
45.884,Scyliorhinus canicula,Shelf,130,60,-16.818,2.604,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
45.884,Scyliorhinus canicula,Shelf,130,57,-16.348,2.586,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
45.884,Scyliorhinus canicula,Shelf,130,63,-16.747,2.581,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
45.884,Scyliorhinus canicula,Shelf,130,60,-16.708,2.561,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
45.884,Scyliorhinus canicula,Shelf,130,54,-16.775,2.518,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
45.576185,Lamna ditropis,Shelf,NA,75,-20.10653925,3.453851929,21ChloroMeth,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
45.576185,Lamna ditropis,Shelf,NA,80,-18.00409937,3.193800784,21ChloroMeth,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
45.576185,Lamna ditropis,Shelf,NA,75,-17.82004874,3.184658633,21ChloroMeth,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
45.576185,Lamna ditropis,Shelf,NA,90,-17.98772318,3.16967799,21ChloroMeth,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
45.576185,Lamna ditropis,Shelf,NA,75,-16.67626853,3.166394046,21ChloroMeth,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
45.576185,Lamna ditropis,Shelf,NA,69.85,-16.93131683,3.148608243,21ChloroMeth,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
45.576185,Lamna ditropis,Shelf,NA,68.58,-17.30447433,3.135666609,21ChloroMeth,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
45.576185,Lamna ditropis,Shelf,NA,70,-18.74304816,3.126415177,21ChloroMeth,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
45.576185,Lamna ditropis,Shelf,NA,69.215,-17.78152005,3.125709648,21ChloroMeth,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
45.576185,Lamna ditropis,Shelf,NA,78,-16.6469888,3.122251583,21ChloroMeth,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
45.576185,Lamna ditropis,Shelf,NA,67,-17.44026236,3.122214772,21ChloroMeth,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
45.576185,Lamna ditropis,Shelf,NA,68.58,-17.45109207,3.099830933,21ChloroMeth,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
45.576185,Lamna ditropis,Shelf,NA,69,-17.21107949,3.099737419,21ChloroMeth,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
45.576185,Lamna ditropis,Shelf,NA,74,-17.35873011,3.092724822,21ChloroMeth,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
45.576185,Lamna ditropis,Shelf,NA,77.4,-16.74763541,3.088049725,21ChloroMeth,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
45.576185,Lamna ditropis,Shelf,NA,74,-16.97340739,3.084659835,21ChloroMeth,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
45.576185,Lamna ditropis,Shelf,NA,74.93,-17.006616,3.072626804,21ChloroMeth,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
45.328,Prionace glauca,Pelagic,NA,168,-18.259,2.369,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
45.239,Prionace glauca,Pelagic,NA,209,-17.666,2.373,Cyclohexane,NADR,Westerlies - N. Atlantic Drift Province (WWDR),-21.84934957,0.757008233,3.42784932
44.809,Carcharodon carcharias,Shelf,NA,320,-14.436,3.243,Petroleum Ether,CCAL,Coastal - California Upwelling Coastal Province,-19.86520349,1.328909499,6.364205972
44.573,Hexanchus griseus,Shelf,107,78,-16.808,2.488,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
44.573,Hexanchus griseus,Shelf,107,78,-17.457,2.415,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
44.555,Galeus melastomus,Slope,337,61,-17.307,2.584,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
44.555,Galeus melastomus,Slope,337,62,-17.084,2.566,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
44.555,Galeus melastomus,Slope,337,50,-17.229,2.557,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
44.555,Galeus melastomus,Slope,337,66,-16.984,2.557,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
44.555,Galeus melastomus,Slope,337,59,-17.104,2.556,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
44.555,Galeus melastomus,Slope,337,54,-16.972,2.554,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
44.555,Galeus melastomus,Slope,337,67,-16.816,2.545,Cyclohexane,NECS,Coastal - NE Atlantic Shelves Province,-21.92491079,1.45680926,8.150564323
