Latitude,Species,Habitat,Depth,TL(cm),d13C,C.N,Lipid.Extraction,ProvCode,ProvDescr,meanLH,sdLH,rangeLH
20.881,Rhizoprionodon acutus,Shelf,NA,76.5,-15.223,3.478,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Carcharhinus sorrah,Shelf,NA,86,-14.479,3.182,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Mustelus manazo,Shelf,NA,47,-13.902,3.166,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Carcharhinus sorrah,Shelf,NA,NA,-14.883,3.144,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Carcharhinus sorrah,Shelf,NA,NA,-14.256,3.137,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Carcharhinus sorrah,Shelf,NA,NA,-14.997,3.127,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Carcharhinus sorrah,Shelf,NA,NA,-14.252,3.116,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Rhizoprionodon acutus,Shelf,NA,130,-13.536,3.104,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Sphyrna lewini,Shelf,NA,65,-15.858,3.102,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Mustelus manazo,Shelf,NA,50.5,-14.175,3.101,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Mustelus manazo,Shelf,NA,50,-14.048,3.089,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Rhizoprionodon acutus,Shelf,NA,54,-14.954,3.089,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Carcharhinus sorrah,Shelf,NA,74.5,-15.247,3.087,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Carcharhinus sorrah,Shelf,NA,NA,-14.022,3.085,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Mustelus manazo,Shelf,NA,50,-14.124,3.084,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Mustelus manazo,Shelf,NA,56,-14.426,3.082,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Rhizoprionodon acutus,Shelf,NA,59,-14.739,3.067,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Mustelus manazo,Shelf,NA,47,-13.829,3.056,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Rhizoprionodon acutus,Shelf,NA,61,-14.393,3.038,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Sphyrna lewini,Shelf,NA,76,-15.298,3.036,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Rhizoprionodon acutus,Shelf,NA,66,-15.167,3.027,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Carcharhinus sorrah,Shelf,NA,70,-14.721,3.021,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Carcharhinus sorrah,Shelf,NA,77,-14.797,3.018,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Mustelus manazo,Shelf,NA,51,-15.242,3.016,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Mustelus manazo,Shelf,NA,52,-13.881,3.016,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Sphyrna lewini,Shelf,NA,70,-15.442,3.016,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Rhizoprionodon acutus,Shelf,NA,73,-14.919,3.013,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Sphyrna lewini,Shelf,NA,68.5,-15.47,3.006,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Rhizoprionodon acutus,Shelf,NA,61,-14.689,3.003,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Sphyrna lewini,Shelf,NA,70,-15.718,2.994,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Sphyrna lewini,Shelf,NA,75.5,-15.822,2.989,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Mustelus manazo,Shelf,NA,55,-14.552,2.982,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Mustelus manazo,Shelf,NA,56,-13.278,2.979,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Pristis pectinata         ,Shelf,NA,NA,-13.373,2.978,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Pristis pectinata         ,Shelf,NA,NA,-13.247,2.971,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Rhizoprionodon acutus,Shelf,NA,59,-14.264,2.971,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Sphyrna lewini,Shelf,NA,52,-15.141,2.969,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Rhizoprionodon acutus,Shelf,NA,66,-14.808,2.95,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Sphyrna lewini,Shelf,NA,63.5,-15.257,2.94,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Rhizoprionodon acutus,Shelf,NA,58,-14.275,2.938,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
20.881,Stegostoma fasciatum,Shelf,NA,190,-12.036,2.634,21ChloroMeth,INDW,Coastal - W. India Coastal Province,-17.34491881,0.603248171,2.708989058
19.29318,Rhizoprionodon taylori,Shelf,10,66.6,-15.57231738,3.11901235,21ChloroMeth,AUSE,Coastal - East Australian Coastal Province,-17.47078168,0.753430588,2.87643883
16.723,Carcharhinus perezii,Shelf,NA,NA,-9.916,2.653310104,No,CARB,Trades - Caribbean Province,-19.88113559,0.761590509,3.646288872
16.723,Carcharhinus perezii,Shelf,NA,NA,-9.717,2.638,No,CARB,Trades - Caribbean Province,-19.88113559,0.761590509,3.646288872
16.723,Carcharhinus signatus,Shelf,NA,NA,-17.64,2.55,No,CARB,Trades - Caribbean Province,-19.88113559,0.761590509,3.646288872
16.723,Carcharhinus signatus,Shelf,NA,200,-12.583,2.36,No,CARB,Trades - Caribbean Province,-19.88113559,0.761590509,3.646288872
16.723,Carcharhinus signatus,Shelf,NA,200,-12.698,2.31,No,CARB,Trades - Caribbean Province,-19.88113559,0.761590509,3.646288872
9,Alopias pelagicus,Pelagic,NA,95,-18.28577015,4.04,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Isurus oxyrinchus,Pelagic,NA,109,-16.58814134,3.801,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Isurus oxyrinchus,Pelagic,NA,195,-16.38256268,3.555,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Isurus oxyrinchus,Pelagic,NA,114,-16.86399499,3.441,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Isurus oxyrinchus,Pelagic,NA,151,-17.09127578,3.406,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,165,-19.25459439,3.387,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,59,-16.69909798,3.377,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,152,-19.27299813,3.376,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,57,-16.57403652,3.371,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,130,-18.41035884,3.363,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,136,-18.09560302,3.361,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,82,-16.92408525,3.354,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,141,-19.03656367,3.349,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,65,-16.59954453,3.346,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,57,-16.44977434,3.344,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,140,-18.96355889,3.339,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,181,-19.3135717,3.339,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,178,-16.24165694,3.329,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Alopias pelagicus,Pelagic,NA,162,-17.41235519,3.328,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,195,-17.20509857,3.328,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,149,-17.00826335,3.327,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,142,-16.95678748,3.323,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,146,-19.20297444,3.321,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,65,-16.81821812,3.32,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,138,-18.57859438,3.319,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,76,-16.44516941,3.318,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,144,-18.75236783,3.315,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,205,-16.82628745,3.315,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Alopias pelagicus,Pelagic,NA,130,-17.29178049,3.314,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Alopias pelagicus,Pelagic,NA,169,-17.19960656,3.312,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Alopias pelagicus,Pelagic,NA,167,-16.91226676,3.309,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,67,-16.77935142,3.308,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,130,-18.45623481,3.306,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,101,-16.74229236,3.304,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,218,-16.35432846,3.304,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,151,-18.538794,3.303,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,171,-17.79026455,3.303,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,153,-17.59121156,3.302,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,149,-18.2439796,3.302,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Alopias pelagicus,Pelagic,NA,165,-17.06136807,3.3,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,69,-16.64408041,3.3,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,122,-17.01407902,3.299,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus longimanus,Pelagic,NA,97,-16.50066657,3.298,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,159,-18.06538591,3.295,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,118,-17.12452056,3.295,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,74,-16.6963669,3.294,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna lewini,Shelf,NA,118,-17.07583106,3.294,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,109,-16.72409429,3.293,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna lewini,Shelf,NA,131,-16.25306803,3.293,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,142,-16.29188893,3.291,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,124,-16.3285325,3.291,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Alopias pelagicus,Pelagic,NA,154,-16.7001322,3.29,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,91,-16.77714428,3.289,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,84,-16.48255486,3.288,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,149,-18.20267639,3.288,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,74,-16.56577931,3.287,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Alopias pelagicus,Pelagic,NA,136,-17.53032219,3.286,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna lewini,Shelf,NA,110,-17.16210156,3.285,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Isurus oxyrinchus,Pelagic,NA,171,-16.63434504,3.281,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,147,-18.92479131,3.281,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna lewini,Shelf,NA,117,-17.64241149,3.281,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,148,-16.97408393,3.279,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna lewini,Shelf,NA,117,-17.11443873,3.278,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,122,-16.42174878,3.278,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,141,-17.72774515,3.276,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,143,-16.03531325,3.275,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,176,-16.65934155,3.273,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,148,-16.54327028,3.272,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,178,-16.31876564,3.27,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,141.2,-17.80171711,3.268,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,165,-16.36275862,3.265,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,124,-16.58285707,3.264,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Alopias pelagicus,Pelagic,NA,156,-17.59709004,3.263,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,133,-17.62831746,3.263,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Alopias pelagicus,Pelagic,NA,147,-17.90926925,3.257,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus longimanus,Pelagic,NA,99,-16.51186332,3.256,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,152,-17.90255916,3.256,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,192,-16.72994234,3.256,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,111,-16.11699359,3.255,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,127,-16.41913317,3.254,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,134,-16.33059364,3.254,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,172,-15.80186618,3.254,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,88,-16.72669433,3.252,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Alopias pelagicus,Pelagic,NA,182,-17.08271875,3.251,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Alopias pelagicus,Pelagic,NA,143,-17.44187906,3.251,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,144,-16.44621994,3.251,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus longimanus,Pelagic,NA,105,-16.54491827,3.25,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus longimanus,Pelagic,NA,119,-16.65476639,3.25,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,115,-16.24162214,3.25,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,167,-16.73216423,3.248,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,76,-16.83247804,3.242,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus longimanus,Pelagic,NA,113,-16.68175882,3.239,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,103,-16.15677543,3.237,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Alopias pelagicus,Pelagic,NA,184,-16.86209776,3.228,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus longimanus,Pelagic,NA,122,-16.67720008,3.228,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,163,-16.48240351,3.226,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna lewini,Shelf,NA,106,-16.40686191,3.226,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,176,-16.0928045,3.222,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,167,-16.40570673,3.222,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,144,-17.55667864,3.212,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,176,-16.05599873,3.211,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,151,-16.61918879,3.209,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,82,-16.45734656,3.207,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,147,-18.2782766,3.204,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Prionace glauca,Pelagic,NA,138,-16.35733653,3.203,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,145,-16.38426337,3.198,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,161,-16.92342818,3.198,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,115,-16.62208514,3.195,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus longimanus,Pelagic,NA,113,-16.7013386,3.194,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,149,-16.07134421,3.191,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,86,-17.07946881,3.19,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Sphyrna zygaena,Shelf,NA,155,-16.24125835,3.178,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
9,Carcharhinus falciformis,Pelagic,NA,147,-16.62523092,3.173,Water Rinse,PNEC,Trades - N. Pacific Equatorial Countercurrent Province,-16.64966802,0.452525623,3.385816134
